[ 2013-01-29T22:56:32+08:00 ] /thinkmao/Index.php/%7B$field%7D | ERR: (ThinkException) 无法加载模块{$field}
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = 15 )  [ RunTime:0.000438s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [2] Invalid argument supplied for foreach() common.php 第 130 行.
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [2] Invalid argument supplied for foreach() common.php 第 141 行.
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [2] Invalid argument supplied for foreach() common.php 第 175 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --START--
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run CheckRoute Behavior [ RunTime:0.000098s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --END-- [ RunTime:0.000335s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --START--
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000047s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000072s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods` [ RunTime:0.000708s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods_attr` [ RunTime:0.000438s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_type_attr` [ RunTime:0.000376s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_brand` [ RunTime:0.000367s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods_intro` [ RunTime:0.000412s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods_list` [ RunTime:0.000395s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = 10 )  [ RunTime:0.001771s ]
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 109 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 108 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 107 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 106 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 105 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 104 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 103 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 102 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 101 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 100 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 99 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 98 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 97 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 96 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 95 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 94 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 93 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 92 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 91 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 90 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 89 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 110 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 111 common.php 第 142 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 112 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 113 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 114 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 115 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 116 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 117 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 118 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 119 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 120 common.php 第 151 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 112 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 113 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 114 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 115 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 116 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 117 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 118 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 119 common.php 第 226 行.
[ 2013-01-29T23:33:56+08:00 ] /thinkmao/Index.php/Index/test | NOTIC: [8] Undefined offset: 120 common.php 第 226 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ route_check ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run CheckRoute Behavior [ RunTime:0.000155s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000385s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ app_begin ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000053s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000080s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000442s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `id` = '15' ) LIMIT 1   [ RunTime:0.000168s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `id` = '14' ) LIMIT 1   [ RunTime:0.000091s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_template ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run LocationTemplate Behavior [ RunTime:0.000107s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000143s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_parse ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ParseTemplate Behavior [ RunTime:0.003848s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.003917s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_filter ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ContentReplace Behavior [ RunTime:0.000107s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run TokenBuild Behavior [ RunTime:0.000057s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000054s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ShowRuntime Behavior [ RunTime:0.000070s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000371s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_end ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000039s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000066s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_template ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run LocationTemplate Behavior [ RunTime:0.000027s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.004502s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_parse ] --START--
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined index: cid TagLibList.class.php 第 306 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined variable: str TagLibList.class.php 第 107 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SHOW COLUMNS FROM `hd_brand` [ RunTime:0.000608s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 15 )  [ RunTime:0.000187s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '54' )  [ RunTime:0.000115s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000102s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '59' )  [ RunTime:0.000416s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '55' )  [ RunTime:0.000098s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '34' )  [ RunTime:0.000083s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '35' )  [ RunTime:0.000080s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '36' )  [ RunTime:0.000079s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '37' )  [ RunTime:0.000077s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '38' )  [ RunTime:0.000095s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '39' )  [ RunTime:0.000088s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '42' )  [ RunTime:0.000077s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '43' )  [ RunTime:0.000072s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '44' )  [ RunTime:0.000078s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '45' )  [ RunTime:0.000082s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '46' )  [ RunTime:0.000093s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '47' )  [ RunTime:0.000108s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '49' )  [ RunTime:0.000086s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '50' )  [ RunTime:0.000076s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '52' )  [ RunTime:0.000092s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '56' )  [ RunTime:0.000083s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '40' )  [ RunTime:0.000079s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '41' )  [ RunTime:0.000332s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '60' )  [ RunTime:0.000096s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '61' )  [ RunTime:0.000073s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '57' )  [ RunTime:0.000086s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '48' )  [ RunTime:0.000094s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '53' )  [ RunTime:0.000085s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '62' )  [ RunTime:0.000077s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '63' )  [ RunTime:0.000076s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '64' )  [ RunTime:0.000076s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '65' )  [ RunTime:0.000078s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '66' )  [ RunTime:0.000077s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '58' )  [ RunTime:0.000370s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '67' )  [ RunTime:0.000091s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '68' )  [ RunTime:0.000080s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_brand` WHERE cid in (15,54,51,59,55,34,35,36,37,38,39,42,43,44,45,46,47,49,50,52,56,40,41,60,61,57,48,53,62,63,64,65,66,58,67,68)  [ RunTime:0.000254s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 15 )  [ RunTime:0.000086s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '54' )  [ RunTime:0.000083s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '55' )  [ RunTime:0.000104s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '56' )  [ RunTime:0.000086s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '57' )  [ RunTime:0.000080s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '58' )  [ RunTime:0.000095s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 15 )  [ RunTime:0.000082s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '54' )  [ RunTime:0.000085s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000083s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '59' )  [ RunTime:0.000084s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '55' )  [ RunTime:0.000453s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '34' )  [ RunTime:0.000469s ]
[ 2013-01-29T23:36:00+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '35' )  [ RunTime:0.000248s ]
